"IDR","Metric","Q_TC","B_TC","Q_RE","B_RE","Q_LC","B_LC","rep","kind"
"IMDS","Int-Euclidean",0.001,0.001,0.001,0.001,0.001,0.001,1,"raw"
"IMDS","Hausdorff",0.001,0.001,0.001,0.001,0.001,0.001,1,"raw"
"IMDS","Ichino-Yaguchi",0.001,0.001,0.001,0.001,0.001,0.001,1,"raw"
"IMDS","Wasserstein",0.001,0.001,0.001,0.001,0.001,0.009,1,"raw"
"IMDS","Centers-Euclidean",0.001,0.001,0.001,0.001,0.001,0.001,1,"raw"
"Int-UMAP","Int-Euclidean",0.001,0.144,0.001,0.178,0.001,0.001,1,"raw"
"Int-UMAP","Hausdorff",0.001,0.856,0.001,0.879,0.001,0.001,1,"raw"
"Int-UMAP","Ichino-Yaguchi",0.001,0.274,0.001,0.381,0.001,0.001,1,"raw"
"Int-UMAP","Wasserstein",0.001,0.297,0.001,0.394,0.001,0.001,1,"raw"
"Int-UMAP","Centers-Euclidean",0.001,0.101,0.001,0.26,0.001,0.001,1,"raw"
"C-PCA","Int-Euclidean",0.001,0.001,0.001,0.001,0.001,0.001,1,"minP"
"C-PCA","Hausdorff",0.001,0.001,0.001,0.001,0.001,0.001,1,"minP"
"C-PCA","Ichino-Yaguchi",0.001,0.001,0.001,0.001,0.001,0.001,1,"minP"
"C-PCA","Wasserstein",0.001,0.001,0.001,0.001,0.001,0.001,1,"minP"
"C-PCA","Centers-Euclidean",0.001,0.001,0.001,0.001,0.001,0.001,1,"minP"
"V-PCA","Int-Euclidean",0.001,0.001,0.001,0.001,0.001,0.001,1,"minP"
"V-PCA","Hausdorff",0.001,0.001,0.001,0.001,0.001,0.001,1,"minP"
"V-PCA","Ichino-Yaguchi",0.001,0.001,0.001,0.001,0.001,0.001,1,"minP"
"V-PCA","Wasserstein",0.001,0.001,0.001,0.001,0.001,0.001,1,"minP"
"V-PCA","Centers-Euclidean",0.001,0.001,0.001,0.001,0.001,0.001,1,"minP"
"MR-PCA","Int-Euclidean",0.001,0.001,0.001,0.001,0.001,0.001,1,"minP"
"MR-PCA","Hausdorff",0.001,0.001,0.001,0.001,0.001,0.001,1,"minP"
"MR-PCA","Ichino-Yaguchi",0.001,0.001,0.001,0.001,0.001,0.001,1,"minP"
"MR-PCA","Wasserstein",0.001,0.001,0.001,0.001,0.001,0.001,1,"minP"
"MR-PCA","Centers-Euclidean",0.001,0.001,0.001,0.001,0.001,0.001,1,"minP"
"SPCA","Int-Euclidean",0.001,0.001,0.001,0.001,0.001,0.001,1,"minP"
"SPCA","Hausdorff",0.001,0.001,0.001,0.001,0.001,0.001,1,"minP"
"SPCA","Ichino-Yaguchi",0.001,0.001,0.001,0.001,0.001,0.001,1,"minP"
"SPCA","Wasserstein",0.001,0.001,0.001,0.001,0.001,0.001,1,"minP"
"SPCA","Centers-Euclidean",0.001,0.001,0.001,0.001,0.001,0.001,1,"minP"
"IMDS","Int-Euclidean",0.001,0.001,0.001,0.001,0.002,0.002,1,"minP"
"IMDS","Hausdorff",0.001,0.001,0.001,0.001,0.002,0.002,1,"minP"
"IMDS","Ichino-Yaguchi",0.001,0.001,0.001,0.001,0.002,0.002,1,"minP"
"IMDS","Wasserstein",0.001,0.001,0.001,0.001,0.002,0.058,1,"minP"
"IMDS","Centers-Euclidean",0.001,0.001,0.001,0.001,0.002,0.002,1,"minP"
"Int-UMAP","Int-Euclidean",0.002,0.323,0.002,0.382,0.001,0.001,1,"minP"
"Int-UMAP","Hausdorff",0.002,0.994,0.002,1,0.001,0.001,1,"minP"
"Int-UMAP","Ichino-Yaguchi",0.002,0.538,0.002,0.694,0.001,0.001,1,"minP"
"Int-UMAP","Wasserstein",0.002,0.579,0.002,0.709,0.001,0.001,1,"minP"
"Int-UMAP","Centers-Euclidean",0.002,0.239,0.002,0.522,0.001,0.001,1,"minP"
"C-PCA","Int-Euclidean",0.001,0.001,0.001,0.001,0.001,0.001,2,"raw"
"C-PCA","Hausdorff",0.001,0.001,0.001,0.001,0.001,0.001,2,"raw"
"C-PCA","Ichino-Yaguchi",0.001,0.001,0.001,0.001,0.001,0.001,2,"raw"
"C-PCA","Wasserstein",0.001,0.001,0.001,0.001,0.001,0.001,2,"raw"
"C-PCA","Centers-Euclidean",0.001,0.001,0.001,0.001,0.001,0.001,2,"raw"
"V-PCA","Int-Euclidean",0.001,0.001,0.001,0.001,0.001,0.001,2,"raw"
"V-PCA","Hausdorff",0.001,0.001,0.001,0.001,0.001,0.001,2,"raw"
"V-PCA","Ichino-Yaguchi",0.001,0.001,0.001,0.001,0.001,0.001,2,"raw"
"V-PCA","Wasserstein",0.001,0.001,0.001,0.001,0.001,0.001,2,"raw"
"V-PCA","Centers-Euclidean",0.001,0.001,0.001,0.001,0.001,0.001,2,"raw"
"MR-PCA","Int-Euclidean",0.001,0.001,0.001,0.001,0.001,0.001,2,"raw"
"MR-PCA","Hausdorff",0.001,0.001,0.001,0.001,0.001,0.001,2,"raw"
"MR-PCA","Ichino-Yaguchi",0.001,0.001,0.001,0.001,0.001,0.001,2,"raw"
"MR-PCA","Wasserstein",0.001,0.001,0.001,0.001,0.001,0.001,2,"raw"
"MR-PCA","Centers-Euclidean",0.001,0.001,0.001,0.001,0.001,0.001,2,"raw"
"SPCA","Int-Euclidean",0.001,0.001,0.001,0.001,0.001,0.001,2,"raw"
"SPCA","Hausdorff",0.001,0.001,0.001,0.001,0.001,0.001,2,"raw"
"SPCA","Ichino-Yaguchi",0.001,0.001,0.001,0.001,0.001,0.001,2,"raw"
"SPCA","Wasserstein",0.001,0.001,0.001,0.001,0.001,0.001,2,"raw"
"SPCA","Centers-Euclidean",0.001,0.001,0.001,0.001,0.001,0.001,2,"raw"
"IMDS","Int-Euclidean",0.001,0.001,0.001,0.001,0.001,0.559,2,"raw"
"IMDS","Hausdorff",0.001,0.004,0.001,0.001,0.001,0.001,2,"raw"
"IMDS","Ichino-Yaguchi",0.001,0.067,0.001,0.003,0.001,0.001,2,"raw"
"IMDS","Wasserstein",0.001,0.001,0.001,0.001,0.001,0.001,2,"raw"
"IMDS","Centers-Euclidean",0.001,0.001,0.001,0.001,0.001,0.001,2,"raw"
"Int-UMAP","Int-Euclidean",0.001,0.001,0.001,0.036,0.001,0.001,2,"raw"
"Int-UMAP","Hausdorff",0.001,0.011,0.001,0.157,0.001,0.001,2,"raw"
"Int-UMAP","Ichino-Yaguchi",0.001,0.002,0.001,0.115,0.001,0.001,2,"raw"
"Int-UMAP","Wasserstein",0.001,0.005,0.001,0.119,0.001,0.001,2,"raw"
"Int-UMAP","Centers-Euclidean",0.001,0.003,0.001,0.075,0.001,0.001,2,"raw"
"C-PCA","Int-Euclidean",0.001,0.001,0.001,0.001,0.001,0.001,2,"minP"
"C-PCA","Hausdorff",0.001,0.001,0.001,0.001,0.001,0.001,2,"minP"
"C-PCA","Ichino-Yaguchi",0.001,0.001,0.001,0.001,0.001,0.001,2,"minP"
"C-PCA","Wasserstein",0.001,0.001,0.001,0.001,0.001,0.001,2,"minP"
"C-PCA","Centers-Euclidean",0.001,0.001,0.001,0.001,0.001,0.001,2,"minP"
"V-PCA","Int-Euclidean",0.001,0.001,0.001,0.001,0.001,0.001,2,"minP"
"V-PCA","Hausdorff",0.001,0.001,0.001,0.001,0.001,0.001,2,"minP"
"V-PCA","Ichino-Yaguchi",0.001,0.001,0.001,0.001,0.001,0.001,2,"minP"
"V-PCA","Wasserstein",0.001,0.001,0.001,0.001,0.001,0.001,2,"minP"
"V-PCA","Centers-Euclidean",0.001,0.001,0.001,0.001,0.001,0.001,2,"minP"
"MR-PCA","Int-Euclidean",0.001,0.001,0.001,0.001,0.001,0.001,2,"minP"
"MR-PCA","Hausdorff",0.001,0.001,0.001,0.001,0.001,0.001,2,"minP"
"MR-PCA","Ichino-Yaguchi",0.001,0.001,0.001,0.001,0.001,0.001,2,"minP"
"MR-PCA","Wasserstein",0.001,0.001,0.001,0.001,0.001,0.001,2,"minP"
"MR-PCA","Centers-Euclidean",0.001,0.001,0.001,0.001,0.001,0.001,2,"minP"
"SPCA","Int-Euclidean",0.001,0.001,0.001,0.001,0.001,0.001,2,"minP"
"SPCA","Hausdorff",0.001,0.001,0.001,0.001,0.001,0.001,2,"minP"
"SPCA","Ichino-Yaguchi",0.001,0.001,0.001,0.001,0.001,0.001,2,"minP"
"SPCA","Wasserstein",0.001,0.001,0.001,0.001,0.001,0.001,2,"minP"
"SPCA","Centers-Euclidean",0.001,0.001,0.001,0.001,0.001,0.001,2,"minP"
"IMDS","Int-Euclidean",0.003,0.003,0.002,0.002,0.002,0.993,2,"minP"
"IMDS","Hausdorff",0.003,0.025,0.002,0.002,0.002,0.002,2,"minP"
"IMDS","Ichino-Yaguchi",0.003,0.323,0.002,0.014,0.002,0.002,2,"minP"
"IMDS","Wasserstein",0.003,0.003,0.002,0.002,0.002,0.002,2,"minP"
"IMDS","Centers-Euclidean",0.003,0.003,0.002,0.002,0.002,0.002,2,"minP"
"Int-UMAP","Int-Euclidean",0.003,0.003,0.002,0.097,0.001,0.001,2,"minP"
"Int-UMAP","Hausdorff",0.003,0.024,0.002,0.364,0.001,0.001,2,"minP"
"Int-UMAP","Ichino-Yaguchi",0.003,0.006,0.002,0.275,0.001,0.001,2,"minP"
"Int-UMAP","Wasserstein",0.003,0.014,0.002,0.283,0.001,0.001,2,"minP"
"Int-UMAP","Centers-Euclidean",0.003,0.009,0.002,0.192,0.001,0.001,2,"minP"
"C-PCA","Int-Euclidean",0.001,0.001,0.001,0.001,0.001,0.001,3,"raw"
"C-PCA","Hausdorff",0.001,0.001,0.001,0.001,0.001,0.001,3,"raw"
"C-PCA","Ichino-Yaguchi",0.001,0.001,0.001,0.001,0.001,0.001,3,"raw"
"C-PCA","Wasserstein",0.001,0.001,0.001,0.001,0.001,0.001,3,"raw"
"C-PCA","Centers-Euclidean",0.001,0.001,0.001,0.001,0.001,0.001,3,"raw"
"V-PCA","Int-Euclidean",0.001,0.001,0.001,0.001,0.001,0.001,3,"raw"
"V-PCA","Hausdorff",0.001,0.001,0.001,0.001,0.001,0.001,3,"raw"
"V-PCA","Ichino-Yaguchi",0.001,0.001,0.001,0.001,0.001,0.001,3,"raw"
"V-PCA","Wasserstein",0.001,0.001,0.001,0.001,0.001,0.001,3,"raw"
"V-PCA","Centers-Euclidean",0.001,0.001,0.001,0.001,0.001,0.001,3,"raw"
"MR-PCA","Int-Euclidean",0.001,0.001,0.001,0.001,0.001,0.001,3,"raw"
"MR-PCA","Hausdorff",0.001,0.001,0.001,0.001,0.001,0.001,3,"raw"
"MR-PCA","Ichino-Yaguchi",0.001,0.001,0.001,0.001,0.001,0.001,3,"raw"
"MR-PCA","Wasserstein",0.001,0.001,0.001,0.001,0.001,0.001,3,"raw"
"MR-PCA","Centers-Euclidean",0.001,0.001,0.001,0.001,0.001,0.001,3,"raw"
"SPCA","Int-Euclidean",0.001,0.001,0.001,0.001,0.001,0.001,3,"raw"
"SPCA","Hausdorff",0.001,0.001,0.001,0.001,0.001,0.001,3,"raw"
"SPCA","Ichino-Yaguchi",0.001,0.001,0.001,0.001,0.001,0.001,3,"raw"
"SPCA","Wasserstein",0.001,0.001,0.001,0.001,0.001,0.001,3,"raw"
"SPCA","Centers-Euclidean",0.001,0.001,0.001,0.001,0.001,0.001,3,"raw"
"IMDS","Int-Euclidean",0.001,0.001,0.001,0.001,0.001,0.429,3,"raw"
"IMDS","Hausdorff",0.001,0.001,0.001,0.001,0.001,0.001,3,"raw"
"IMDS","Ichino-Yaguchi",0.001,0.001,0.001,0.001,0.001,0.482,3,"raw"
"IMDS","Wasserstein",0.001,0.001,0.001,0.001,0.001,0.026,3,"raw"
"IMDS","Centers-Euclidean",0.001,0.001,0.001,0.001,0.001,0.001,3,"raw"
"Int-UMAP","Int-Euclidean",0.001,0.001,0.001,0.002,0.001,0.001,3,"raw"
"Int-UMAP","Hausdorff",0.001,0.001,0.001,0.005,0.001,0.001,3,"raw"
"Int-UMAP","Ichino-Yaguchi",0.001,0.001,0.001,0.003,0.001,0.001,3,"raw"
"Int-UMAP","Wasserstein",0.001,0.001,0.001,0.002,0.001,0.001,3,"raw"
"Int-UMAP","Centers-Euclidean",0.001,0.001,0.001,0.001,0.001,0.001,3,"raw"
"C-PCA","Int-Euclidean",0.001,0.001,0.001,0.001,0.001,0.001,3,"minP"
"C-PCA","Hausdorff",0.001,0.001,0.001,0.001,0.001,0.001,3,"minP"
"C-PCA","Ichino-Yaguchi",0.001,0.001,0.001,0.001,0.001,0.001,3,"minP"
"C-PCA","Wasserstein",0.001,0.001,0.001,0.001,0.001,0.001,3,"minP"
"C-PCA","Centers-Euclidean",0.001,0.001,0.001,0.001,0.001,0.001,3,"minP"
"V-PCA","Int-Euclidean",0.001,0.001,0.001,0.001,0.001,0.001,3,"minP"
"V-PCA","Hausdorff",0.001,0.001,0.001,0.001,0.001,0.001,3,"minP"
"V-PCA","Ichino-Yaguchi",0.001,0.001,0.001,0.001,0.001,0.001,3,"minP"
"V-PCA","Wasserstein",0.001,0.001,0.001,0.001,0.001,0.001,3,"minP"
"V-PCA","Centers-Euclidean",0.001,0.001,0.001,0.001,0.001,0.001,3,"minP"
"MR-PCA","Int-Euclidean",0.001,0.001,0.001,0.001,0.001,0.001,3,"minP"
"MR-PCA","Hausdorff",0.001,0.001,0.001,0.001,0.001,0.001,3,"minP"
"MR-PCA","Ichino-Yaguchi",0.001,0.001,0.001,0.001,0.001,0.001,3,"minP"
"MR-PCA","Wasserstein",0.001,0.001,0.001,0.001,0.001,0.001,3,"minP"
"MR-PCA","Centers-Euclidean",0.001,0.001,0.001,0.001,0.001,0.001,3,"minP"
"SPCA","Int-Euclidean",0.001,0.001,0.001,0.001,0.001,0.001,3,"minP"
"SPCA","Hausdorff",0.001,0.001,0.001,0.001,0.001,0.001,3,"minP"
"SPCA","Ichino-Yaguchi",0.001,0.001,0.001,0.001,0.001,0.001,3,"minP"
"SPCA","Wasserstein",0.001,0.001,0.001,0.001,0.001,0.001,3,"minP"
"SPCA","Centers-Euclidean",0.001,0.001,0.001,0.001,0.001,0.001,3,"minP"
"IMDS","Int-Euclidean",0.001,0.001,0.001,0.001,0.004,0.966,3,"minP"
"IMDS","Hausdorff",0.001,0.001,0.001,0.001,0.004,0.004,3,"minP"
"IMDS","Ichino-Yaguchi",0.001,0.001,0.001,0.001,0.004,0.98,3,"minP"
"IMDS","Wasserstein",0.001,0.001,0.001,0.001,0.004,0.17,3,"minP"
"IMDS","Centers-Euclidean",0.001,0.001,0.001,0.001,0.004,0.004,3,"minP"
"Int-UMAP","Int-Euclidean",0.001,0.001,0.004,0.007,0.001,0.001,3,"minP"
"Int-UMAP","Hausdorff",0.001,0.001,0.004,0.017,0.001,0.001,3,"minP"
"Int-UMAP","Ichino-Yaguchi",0.001,0.001,0.004,0.012,0.001,0.001,3,"minP"
"Int-UMAP","Wasserstein",0.001,0.001,0.004,0.007,0.001,0.001,3,"minP"
"Int-UMAP","Centers-Euclidean",0.001,0.001,0.004,0.004,0.001,0.001,3,"minP"
"C-PCA","Int-Euclidean",0.001,0.001,0.001,0.001,0.001,0.001,4,"raw"
"C-PCA","Hausdorff",0.001,0.001,0.001,0.001,0.001,0.001,4,"raw"
"C-PCA","Ichino-Yaguchi",0.001,0.001,0.001,0.001,0.001,0.001,4,"raw"
"C-PCA","Wasserstein",0.001,0.001,0.001,0.001,0.001,0.001,4,"raw"
"C-PCA","Centers-Euclidean",0.001,0.001,0.001,0.001,0.001,0.001,4,"raw"
"V-PCA","Int-Euclidean",0.001,0.001,0.001,0.001,0.001,0.001,4,"raw"
"V-PCA","Hausdorff",0.001,0.001,0.001,0.001,0.001,0.001,4,"raw"
"V-PCA","Ichino-Yaguchi",0.001,0.001,0.001,0.001,0.001,0.001,4,"raw"
"V-PCA","Wasserstein",0.001,0.001,0.001,0.001,0.001,0.001,4,"raw"
"V-PCA","Centers-Euclidean",0.001,0.001,0.001,0.001,0.001,0.001,4,"raw"
"MR-PCA","Int-Euclidean",0.001,0.001,0.001,0.001,0.001,0.001,4,"raw"
"MR-PCA","Hausdorff",0.001,0.001,0.001,0.001,0.001,0.001,4,"raw"
"MR-PCA","Ichino-Yaguchi",0.001,0.001,0.001,0.001,0.001,0.001,4,"raw"
"MR-PCA","Wasserstein",0.001,0.001,0.001,0.001,0.001,0.001,4,"raw"
"MR-PCA","Centers-Euclidean",0.001,0.001,0.001,0.001,0.001,0.001,4,"raw"
"SPCA","Int-Euclidean",0.001,0.001,0.001,0.001,0.001,0.001,4,"raw"
"SPCA","Hausdorff",0.001,0.001,0.001,0.001,0.001,0.001,4,"raw"
"SPCA","Ichino-Yaguchi",0.001,0.001,0.001,0.001,0.001,0.001,4,"raw"
"SPCA","Wasserstein",0.001,0.001,0.001,0.001,0.001,0.001,4,"raw"
"SPCA","Centers-Euclidean",0.001,0.001,0.001,0.001,0.001,0.001,4,"raw"
"IMDS","Int-Euclidean",0.001,0.001,0.001,0.001,0.001,0.896,4,"raw"
"IMDS","Hausdorff",0.001,0.001,0.001,0.001,0.001,0.311,4,"raw"
"IMDS","Ichino-Yaguchi",0.001,0.001,0.001,0.001,0.001,0.26,4,"raw"
"IMDS","Wasserstein",0.001,0.001,0.001,0.001,0.001,0.318,4,"raw"
"IMDS","Centers-Euclidean",0.001,0.001,0.001,0.001,0.001,0.003,4,"raw"
"Int-UMAP","Int-Euclidean",0.001,0.002,0.001,0.024,0.001,0.001,4,"raw"
"Int-UMAP","Hausdorff",0.001,0.002,0.001,0.025,0.001,0.001,4,"raw"
"Int-UMAP","Ichino-Yaguchi",0.001,0.001,0.001,0.036,0.001,0.001,4,"raw"
"Int-UMAP","Wasserstein",0.001,0.002,0.001,0.034,0.001,0.001,4,"raw"
"Int-UMAP","Centers-Euclidean",0.001,0.002,0.001,0.036,0.001,0.001,4,"raw"
"C-PCA","Int-Euclidean",0.001,0.001,0.001,0.001,0.001,0.001,4,"minP"
"C-PCA","Hausdorff",0.001,0.001,0.001,0.001,0.001,0.001,4,"minP"
"C-PCA","Ichino-Yaguchi",0.001,0.001,0.001,0.001,0.001,0.001,4,"minP"
"C-PCA","Wasserstein",0.001,0.001,0.001,0.001,0.001,0.001,4,"minP"
"C-PCA","Centers-Euclidean",0.001,0.001,0.001,0.001,0.001,0.001,4,"minP"
"V-PCA","Int-Euclidean",0.001,0.001,0.001,0.001,0.001,0.001,4,"minP"
"V-PCA","Hausdorff",0.001,0.001,0.001,0.001,0.001,0.001,4,"minP"
"V-PCA","Ichino-Yaguchi",0.001,0.001,0.001,0.001,0.001,0.001,4,"minP"
"V-PCA","Wasserstein",0.001,0.001,0.001,0.001,0.001,0.001,4,"minP"
"V-PCA","Centers-Euclidean",0.001,0.001,0.001,0.001,0.001,0.001,4,"minP"
"MR-PCA","Int-Euclidean",0.001,0.001,0.001,0.001,0.001,0.001,4,"minP"
"MR-PCA","Hausdorff",0.001,0.001,0.001,0.001,0.001,0.001,4,"minP"
"MR-PCA","Ichino-Yaguchi",0.001,0.001,0.001,0.001,0.001,0.001,4,"minP"
"MR-PCA","Wasserstein",0.001,0.001,0.001,0.001,0.001,0.001,4,"minP"
"MR-PCA","Centers-Euclidean",0.001,0.001,0.001,0.001,0.001,0.001,4,"minP"
"SPCA","Int-Euclidean",0.001,0.001,0.001,0.001,0.001,0.001,4,"minP"
"SPCA","Hausdorff",0.001,0.001,0.001,0.001,0.001,0.001,4,"minP"
"SPCA","Ichino-Yaguchi",0.001,0.001,0.001,0.001,0.001,0.001,4,"minP"
"SPCA","Wasserstein",0.001,0.001,0.001,0.001,0.001,0.001,4,"minP"
"SPCA","Centers-Euclidean",0.001,0.001,0.001,0.001,0.001,0.001,4,"minP"
"IMDS","Int-Euclidean",0.001,0.001,0.001,0.001,0.006,1,4,"minP"
"IMDS","Hausdorff",0.001,0.001,0.001,0.001,0.006,0.901,4,"minP"
"IMDS","Ichino-Yaguchi",0.001,0.001,0.001,0.001,0.006,0.85,4,"minP"
"IMDS","Wasserstein",0.001,0.001,0.001,0.001,0.006,0.908,4,"minP"
"IMDS","Centers-Euclidean",0.001,0.001,0.001,0.001,0.006,0.02,4,"minP"
"Int-UMAP","Int-Euclidean",0.002,0.004,0.003,0.063,0.001,0.001,4,"minP"
"Int-UMAP","Hausdorff",0.002,0.004,0.003,0.065,0.001,0.001,4,"minP"
"Int-UMAP","Ichino-Yaguchi",0.002,0.002,0.003,0.094,0.001,0.001,4,"minP"
"Int-UMAP","Wasserstein",0.002,0.004,0.003,0.091,0.001,0.001,4,"minP"
"Int-UMAP","Centers-Euclidean",0.002,0.004,0.003,0.094,0.001,0.001,4,"minP"
"C-PCA","Int-Euclidean",0.001,0.001,0.001,0.001,0.001,0.001,5,"raw"
"C-PCA","Hausdorff",0.001,0.001,0.001,0.001,0.001,0.001,5,"raw"
"C-PCA","Ichino-Yaguchi",0.001,0.001,0.001,0.001,0.001,0.001,5,"raw"
"C-PCA","Wasserstein",0.001,0.001,0.001,0.001,0.001,0.001,5,"raw"
"C-PCA","Centers-Euclidean",0.001,0.001,0.001,0.001,0.001,0.001,5,"raw"
"V-PCA","Int-Euclidean",0.001,0.001,0.001,0.001,0.001,0.001,5,"raw"
"V-PCA","Hausdorff",0.001,0.001,0.001,0.001,0.001,0.001,5,"raw"
"V-PCA","Ichino-Yaguchi",0.001,0.001,0.001,0.001,0.001,0.001,5,"raw"
"V-PCA","Wasserstein",0.001,0.001,0.001,0.001,0.001,0.001,5,"raw"
"V-PCA","Centers-Euclidean",0.001,0.001,0.001,0.001,0.001,0.001,5,"raw"
"MR-PCA","Int-Euclidean",0.001,0.001,0.001,0.001,0.001,0.001,5,"raw"
"MR-PCA","Hausdorff",0.001,0.001,0.001,0.001,0.001,0.001,5,"raw"
"MR-PCA","Ichino-Yaguchi",0.001,0.001,0.001,0.001,0.001,0.001,5,"raw"
"MR-PCA","Wasserstein",0.001,0.001,0.001,0.001,0.001,0.001,5,"raw"
"MR-PCA","Centers-Euclidean",0.001,0.001,0.001,0.001,0.001,0.001,5,"raw"
"SPCA","Int-Euclidean",0.001,0.001,0.001,0.001,0.001,0.001,5,"raw"
"SPCA","Hausdorff",0.001,0.001,0.001,0.001,0.001,0.001,5,"raw"
"SPCA","Ichino-Yaguchi",0.001,0.001,0.001,0.001,0.001,0.001,5,"raw"
"SPCA","Wasserstein",0.001,0.001,0.001,0.001,0.001,0.001,5,"raw"
"SPCA","Centers-Euclidean",0.001,0.001,0.001,0.001,0.001,0.001,5,"raw"
"IMDS","Int-Euclidean",0.001,0.001,0.001,0.001,0.001,0.078,5,"raw"
"IMDS","Hausdorff",0.001,0.07,0.001,0.002,0.001,0.046,5,"raw"
"IMDS","Ichino-Yaguchi",0.001,0.146,0.001,0.039,0.001,1,5,"raw"
"IMDS","Wasserstein",0.001,0.001,0.001,0.001,0.001,0.372,5,"raw"
"IMDS","Centers-Euclidean",0.001,0.001,0.001,0.001,0.001,0.547,5,"raw"
"Int-UMAP","Int-Euclidean",0.001,0.189,0.001,0.442,0.001,0.001,5,"raw"
"Int-UMAP","Hausdorff",0.001,0.454,0.001,0.79,0.001,0.001,5,"raw"
"Int-UMAP","Ichino-Yaguchi",0.001,0.162,0.001,0.564,0.001,0.001,5,"raw"
"Int-UMAP","Wasserstein",0.001,0.307,0.001,0.695,0.001,0.001,5,"raw"
"Int-UMAP","Centers-Euclidean",0.001,0.187,0.001,0.622,0.001,0.001,5,"raw"
"C-PCA","Int-Euclidean",0.001,0.001,0.001,0.001,0.001,0.001,5,"minP"
"C-PCA","Hausdorff",0.001,0.001,0.001,0.001,0.001,0.001,5,"minP"
"C-PCA","Ichino-Yaguchi",0.001,0.001,0.001,0.001,0.001,0.001,5,"minP"
"C-PCA","Wasserstein",0.001,0.001,0.001,0.001,0.001,0.001,5,"minP"
"C-PCA","Centers-Euclidean",0.001,0.001,0.001,0.001,0.001,0.001,5,"minP"
"V-PCA","Int-Euclidean",0.001,0.001,0.001,0.001,0.001,0.001,5,"minP"
"V-PCA","Hausdorff",0.001,0.001,0.001,0.001,0.001,0.001,5,"minP"
"V-PCA","Ichino-Yaguchi",0.001,0.001,0.001,0.001,0.001,0.001,5,"minP"
"V-PCA","Wasserstein",0.001,0.001,0.001,0.001,0.001,0.001,5,"minP"
"V-PCA","Centers-Euclidean",0.001,0.001,0.001,0.001,0.001,0.001,5,"minP"
"MR-PCA","Int-Euclidean",0.001,0.001,0.001,0.001,0.001,0.001,5,"minP"
"MR-PCA","Hausdorff",0.001,0.001,0.001,0.001,0.001,0.001,5,"minP"
"MR-PCA","Ichino-Yaguchi",0.001,0.001,0.001,0.001,0.001,0.001,5,"minP"
"MR-PCA","Wasserstein",0.001,0.001,0.001,0.001,0.001,0.001,5,"minP"
"MR-PCA","Centers-Euclidean",0.001,0.001,0.001,0.001,0.001,0.001,5,"minP"
"SPCA","Int-Euclidean",0.001,0.001,0.001,0.001,0.001,0.001,5,"minP"
"SPCA","Hausdorff",0.001,0.001,0.001,0.001,0.001,0.001,5,"minP"
"SPCA","Ichino-Yaguchi",0.001,0.001,0.001,0.001,0.001,0.001,5,"minP"
"SPCA","Wasserstein",0.001,0.001,0.001,0.001,0.001,0.001,5,"minP"
"SPCA","Centers-Euclidean",0.001,0.001,0.001,0.001,0.001,0.001,5,"minP"
"IMDS","Int-Euclidean",0.003,0.003,0.003,0.003,0.006,0.386,5,"minP"
"IMDS","Hausdorff",0.003,0.341,0.003,0.009,0.006,0.254,5,"minP"
"IMDS","Ichino-Yaguchi",0.003,0.592,0.003,0.203,0.006,1,5,"minP"
"IMDS","Wasserstein",0.003,0.003,0.003,0.003,0.006,0.939,5,"minP"
"IMDS","Centers-Euclidean",0.003,0.003,0.003,0.003,0.006,0.988,5,"minP"
