"IDR","Metric","Q_TC","B_TC","Q_RE","B_RE","Q_LC","B_LC","rep","kind"
"IMDS","Int-Euclidean",0.006,0.002,0.001,0.001,0.001,0.859,1,"raw"
"IMDS","Hausdorff",0.001,0.005,0.001,0.003,0.001,0.24,1,"raw"
"IMDS","Ichino-Yaguchi",0.001,0.001,0.001,0.001,0.006,0.284,1,"raw"
"IMDS","Wasserstein",0.001,0.001,0.001,0.001,0.001,0.184,1,"raw"
"IMDS","Centers-Euclidean",0.001,0.001,0.001,0.001,0.001,0.018,1,"raw"
"Int-UMAP","Int-Euclidean",0.001,0.002,0.001,0.002,0.001,0.001,1,"raw"
"Int-UMAP","Hausdorff",0.001,0.001,0.001,0.004,0.001,0.034,1,"raw"
"Int-UMAP","Ichino-Yaguchi",0.001,0.003,0.001,0.005,0.001,0.001,1,"raw"
"Int-UMAP","Wasserstein",0.001,0.001,0.001,0.004,0.001,0.309,1,"raw"
"Int-UMAP","Centers-Euclidean",0.001,0.001,0.001,0.001,0.001,0.001,1,"raw"
"C-PCA","Int-Euclidean",0.001,0.001,0.001,0.001,0.001,0.001,1,"minP"
"C-PCA","Hausdorff",0.001,0.001,0.001,0.001,0.001,0.001,1,"minP"
"C-PCA","Ichino-Yaguchi",0.001,0.001,0.001,0.001,0.001,0.001,1,"minP"
"C-PCA","Wasserstein",0.001,0.001,0.001,0.001,0.001,0.001,1,"minP"
"C-PCA","Centers-Euclidean",0.001,0.001,0.001,0.001,0.001,0.001,1,"minP"
"V-PCA","Int-Euclidean",0.001,0.001,0.001,0.001,0.001,0.001,1,"minP"
"V-PCA","Hausdorff",0.001,0.001,0.001,0.001,0.001,0.001,1,"minP"
"V-PCA","Ichino-Yaguchi",0.001,0.001,0.001,0.001,0.001,0.001,1,"minP"
"V-PCA","Wasserstein",0.001,0.001,0.001,0.001,0.001,0.001,1,"minP"
"V-PCA","Centers-Euclidean",0.001,0.001,0.001,0.001,0.001,0.001,1,"minP"
"MR-PCA","Int-Euclidean",0.001,0.001,0.001,0.001,0.001,0.001,1,"minP"
"MR-PCA","Hausdorff",0.001,0.001,0.001,0.001,0.001,0.001,1,"minP"
"MR-PCA","Ichino-Yaguchi",0.001,0.001,0.001,0.001,0.001,0.001,1,"minP"
"MR-PCA","Wasserstein",0.001,0.001,0.001,0.001,0.001,0.001,1,"minP"
"MR-PCA","Centers-Euclidean",0.001,0.001,0.001,0.001,0.001,0.001,1,"minP"
"SPCA","Int-Euclidean",0.001,0.009,0.001,0.001,0.001,0.001,1,"minP"
"SPCA","Hausdorff",0.001,0.001,0.001,0.001,0.001,0.001,1,"minP"
"SPCA","Ichino-Yaguchi",0.001,0.001,0.001,0.001,0.001,0.001,1,"minP"
"SPCA","Wasserstein",0.001,0.001,0.001,0.001,0.001,0.001,1,"minP"
"SPCA","Centers-Euclidean",0.001,0.001,0.001,0.001,0.001,0.001,1,"minP"
"IMDS","Int-Euclidean",0.027,0.008,0.001,0.001,0.001,1,1,"minP"
"IMDS","Hausdorff",0.001,0.024,0.001,0.017,0.001,0.789,1,"minP"
"IMDS","Ichino-Yaguchi",0.001,0.001,0.001,0.001,0.042,0.842,1,"minP"
"IMDS","Wasserstein",0.001,0.001,0.001,0.001,0.001,0.702,1,"minP"
"IMDS","Centers-Euclidean",0.001,0.001,0.001,0.001,0.001,0.109,1,"minP"
"Int-UMAP","Int-Euclidean",0.001,0.009,0.001,0.004,0.001,0.001,1,"minP"
"Int-UMAP","Hausdorff",0.001,0.001,0.001,0.018,0.001,0.183,1,"minP"
"Int-UMAP","Ichino-Yaguchi",0.001,0.013,0.001,0.022,0.001,0.001,1,"minP"
"Int-UMAP","Wasserstein",0.001,0.001,0.001,0.018,0.001,0.852,1,"minP"
"Int-UMAP","Centers-Euclidean",0.001,0.001,0.001,0.001,0.001,0.001,1,"minP"
"C-PCA","Int-Euclidean",0.001,0.02,0.001,0.007,0.001,0.001,2,"raw"
"C-PCA","Hausdorff",0.001,0.001,0.001,0.001,0.001,0.001,2,"raw"
"C-PCA","Ichino-Yaguchi",0.001,0.001,0.001,0.001,0.001,0.001,2,"raw"
"C-PCA","Wasserstein",0.001,0.001,0.001,0.001,0.001,0.001,2,"raw"
"C-PCA","Centers-Euclidean",0.001,0.001,0.001,0.001,0.001,0.001,2,"raw"
"V-PCA","Int-Euclidean",0.001,0.024,0.001,0.007,0.001,0.001,2,"raw"
"V-PCA","Hausdorff",0.001,0.001,0.001,0.001,0.001,0.001,2,"raw"
"V-PCA","Ichino-Yaguchi",0.001,0.001,0.001,0.001,0.001,0.001,2,"raw"
"V-PCA","Wasserstein",0.001,0.001,0.001,0.001,0.001,0.001,2,"raw"
"V-PCA","Centers-Euclidean",0.001,0.001,0.001,0.001,0.001,0.001,2,"raw"
"MR-PCA","Int-Euclidean",0.001,0.001,0.001,0.001,0.001,0.001,2,"raw"
"MR-PCA","Hausdorff",0.001,0.001,0.001,0.001,0.001,0.001,2,"raw"
"MR-PCA","Ichino-Yaguchi",0.001,0.001,0.001,0.001,0.001,0.001,2,"raw"
"MR-PCA","Wasserstein",0.001,0.001,0.001,0.001,0.001,0.001,2,"raw"
"MR-PCA","Centers-Euclidean",0.001,0.001,0.001,0.001,0.001,0.001,2,"raw"
"SPCA","Int-Euclidean",0.001,0.018,0.001,0.003,0.001,0.001,2,"raw"
"SPCA","Hausdorff",0.001,0.001,0.001,0.001,0.001,0.001,2,"raw"
"SPCA","Ichino-Yaguchi",0.001,0.001,0.001,0.001,0.001,0.001,2,"raw"
"SPCA","Wasserstein",0.001,0.001,0.001,0.001,0.001,0.001,2,"raw"
"SPCA","Centers-Euclidean",0.001,0.001,0.001,0.001,0.001,0.001,2,"raw"
"IMDS","Int-Euclidean",0.001,0.018,0.001,0.001,0.005,0.299,2,"raw"
"IMDS","Hausdorff",0.001,0.001,0.001,0.001,0.001,0.795,2,"raw"
"IMDS","Ichino-Yaguchi",0.001,0.001,0.001,0.001,0.001,0.157,2,"raw"
"IMDS","Wasserstein",0.001,0.001,0.001,0.001,0.001,0.871,2,"raw"
"IMDS","Centers-Euclidean",0.001,0.001,0.001,0.001,0.001,0.612,2,"raw"
"Int-UMAP","Int-Euclidean",0.001,0.001,0.001,0.001,0.001,0.001,2,"raw"
"Int-UMAP","Hausdorff",0.001,0.001,0.001,0.027,0.001,0.673,2,"raw"
"Int-UMAP","Ichino-Yaguchi",0.001,0.001,0.001,0.001,0.001,0.814,2,"raw"
"Int-UMAP","Wasserstein",0.001,0.001,0.001,0.003,0.001,0.884,2,"raw"
"Int-UMAP","Centers-Euclidean",0.001,0.001,0.001,0.001,0.001,0.001,2,"raw"
"C-PCA","Int-Euclidean",0.001,0.094,0.001,0.036,0.001,0.001,2,"minP"
"C-PCA","Hausdorff",0.001,0.001,0.001,0.001,0.001,0.001,2,"minP"
"C-PCA","Ichino-Yaguchi",0.001,0.001,0.001,0.001,0.001,0.001,2,"minP"
"C-PCA","Wasserstein",0.001,0.001,0.001,0.001,0.001,0.001,2,"minP"
"C-PCA","Centers-Euclidean",0.001,0.001,0.001,0.001,0.001,0.001,2,"minP"
"V-PCA","Int-Euclidean",0.001,0.125,0.001,0.038,0.001,0.001,2,"minP"
"V-PCA","Hausdorff",0.001,0.001,0.001,0.001,0.001,0.001,2,"minP"
"V-PCA","Ichino-Yaguchi",0.001,0.001,0.001,0.001,0.001,0.001,2,"minP"
"V-PCA","Wasserstein",0.001,0.001,0.001,0.001,0.001,0.001,2,"minP"
"V-PCA","Centers-Euclidean",0.001,0.001,0.001,0.001,0.001,0.001,2,"minP"
"MR-PCA","Int-Euclidean",0.001,0.001,0.001,0.001,0.001,0.001,2,"minP"
"MR-PCA","Hausdorff",0.001,0.001,0.001,0.001,0.001,0.001,2,"minP"
"MR-PCA","Ichino-Yaguchi",0.001,0.001,0.001,0.001,0.001,0.001,2,"minP"
"MR-PCA","Wasserstein",0.001,0.001,0.001,0.001,0.001,0.001,2,"minP"
"MR-PCA","Centers-Euclidean",0.001,0.001,0.001,0.001,0.001,0.001,2,"minP"
"SPCA","Int-Euclidean",0.001,0.086,0.001,0.014,0.001,0.001,2,"minP"
"SPCA","Hausdorff",0.001,0.001,0.001,0.001,0.001,0.001,2,"minP"
"SPCA","Ichino-Yaguchi",0.001,0.001,0.001,0.001,0.001,0.001,2,"minP"
"SPCA","Wasserstein",0.001,0.001,0.001,0.001,0.001,0.001,2,"minP"
"SPCA","Centers-Euclidean",0.001,0.001,0.001,0.001,0.001,0.001,2,"minP"
"IMDS","Int-Euclidean",0.001,0.102,0.001,0.001,0.036,0.872,2,"minP"
"IMDS","Hausdorff",0.001,0.001,0.001,0.001,0.001,1,2,"minP"
"IMDS","Ichino-Yaguchi",0.001,0.001,0.001,0.001,0.001,0.673,2,"minP"
"IMDS","Wasserstein",0.001,0.001,0.001,0.001,0.001,1,2,"minP"
"IMDS","Centers-Euclidean",0.001,0.001,0.001,0.001,0.001,0.997,2,"minP"
"Int-UMAP","Int-Euclidean",0.001,0.001,0.001,0.001,0.001,0.001,2,"minP"
"Int-UMAP","Hausdorff",0.001,0.001,0.001,0.123,0.001,0.998,2,"minP"
"Int-UMAP","Ichino-Yaguchi",0.001,0.001,0.001,0.001,0.001,1,2,"minP"
"Int-UMAP","Wasserstein",0.001,0.001,0.001,0.015,0.001,1,2,"minP"
"Int-UMAP","Centers-Euclidean",0.001,0.001,0.001,0.001,0.001,0.001,2,"minP"
"C-PCA","Int-Euclidean",0.001,0.073,0.001,0.079,0.001,0.001,3,"raw"
"C-PCA","Hausdorff",0.001,0.001,0.001,0.001,0.001,0.001,3,"raw"
"C-PCA","Ichino-Yaguchi",0.001,0.001,0.001,0.001,0.001,0.001,3,"raw"
"C-PCA","Wasserstein",0.001,0.001,0.001,0.001,0.001,0.001,3,"raw"
"C-PCA","Centers-Euclidean",0.001,0.001,0.001,0.001,0.001,0.001,3,"raw"
"V-PCA","Int-Euclidean",0.001,0.083,0.001,0.069,0.001,0.001,3,"raw"
"V-PCA","Hausdorff",0.001,0.001,0.001,0.001,0.001,0.001,3,"raw"
"V-PCA","Ichino-Yaguchi",0.001,0.001,0.001,0.001,0.001,0.001,3,"raw"
"V-PCA","Wasserstein",0.001,0.001,0.001,0.001,0.001,0.001,3,"raw"
"V-PCA","Centers-Euclidean",0.001,0.001,0.001,0.001,0.001,0.001,3,"raw"
"MR-PCA","Int-Euclidean",0.001,0.001,0.001,0.001,0.001,0.001,3,"raw"
"MR-PCA","Hausdorff",0.001,0.001,0.001,0.001,0.001,0.001,3,"raw"
"MR-PCA","Ichino-Yaguchi",0.001,0.001,0.001,0.001,0.001,0.001,3,"raw"
"MR-PCA","Wasserstein",0.001,0.001,0.001,0.001,0.001,0.001,3,"raw"
"MR-PCA","Centers-Euclidean",0.001,0.001,0.001,0.001,0.001,0.001,3,"raw"
"SPCA","Int-Euclidean",0.001,0.074,0.001,0.065,0.001,0.001,3,"raw"
"SPCA","Hausdorff",0.001,0.001,0.001,0.001,0.001,0.001,3,"raw"
"SPCA","Ichino-Yaguchi",0.001,0.001,0.001,0.001,0.001,0.001,3,"raw"
"SPCA","Wasserstein",0.001,0.001,0.001,0.001,0.001,0.001,3,"raw"
"SPCA","Centers-Euclidean",0.001,0.001,0.001,0.001,0.001,0.001,3,"raw"
"IMDS","Int-Euclidean",0.004,0.05,0.001,0.011,0.001,1,3,"raw"
"IMDS","Hausdorff",0.001,0.001,0.001,0.001,0.001,0.133,3,"raw"
"IMDS","Ichino-Yaguchi",0.001,0.001,0.001,0.001,0.001,0.331,3,"raw"
"IMDS","Wasserstein",0.001,0.001,0.001,0.001,0.002,0.106,3,"raw"
"IMDS","Centers-Euclidean",0.001,0.001,0.001,0.001,0.001,0.024,3,"raw"
"Int-UMAP","Int-Euclidean",0.001,0.001,0.001,0.001,0.001,0.001,3,"raw"
"Int-UMAP","Hausdorff",0.001,0.001,0.001,0.039,0.001,0.001,3,"raw"
"Int-UMAP","Ichino-Yaguchi",0.001,0.001,0.001,0.003,0.001,0.001,3,"raw"
"Int-UMAP","Wasserstein",0.001,0.001,0.001,0.002,0.001,0.001,3,"raw"
"Int-UMAP","Centers-Euclidean",0.001,0.001,0.001,0.001,0.001,0.008,3,"raw"
"C-PCA","Int-Euclidean",0.001,0.303,0.001,0.31,0.001,0.001,3,"minP"
"C-PCA","Hausdorff",0.001,0.001,0.001,0.001,0.001,0.001,3,"minP"
"C-PCA","Ichino-Yaguchi",0.001,0.001,0.001,0.001,0.001,0.001,3,"minP"
"C-PCA","Wasserstein",0.001,0.001,0.001,0.001,0.001,0.001,3,"minP"
"C-PCA","Centers-Euclidean",0.001,0.001,0.001,0.001,0.001,0.001,3,"minP"
"V-PCA","Int-Euclidean",0.001,0.349,0.001,0.296,0.001,0.001,3,"minP"
"V-PCA","Hausdorff",0.001,0.001,0.001,0.001,0.001,0.001,3,"minP"
"V-PCA","Ichino-Yaguchi",0.001,0.001,0.001,0.001,0.001,0.001,3,"minP"
"V-PCA","Wasserstein",0.001,0.001,0.001,0.001,0.001,0.001,3,"minP"
"V-PCA","Centers-Euclidean",0.001,0.001,0.001,0.001,0.001,0.001,3,"minP"
"MR-PCA","Int-Euclidean",0.001,0.001,0.001,0.001,0.001,0.001,3,"minP"
"MR-PCA","Hausdorff",0.001,0.001,0.001,0.001,0.001,0.001,3,"minP"
"MR-PCA","Ichino-Yaguchi",0.001,0.001,0.001,0.001,0.001,0.001,3,"minP"
"MR-PCA","Wasserstein",0.001,0.001,0.001,0.001,0.001,0.001,3,"minP"
"MR-PCA","Centers-Euclidean",0.001,0.001,0.001,0.001,0.001,0.001,3,"minP"
"SPCA","Int-Euclidean",0.001,0.302,0.001,0.275,0.001,0.001,3,"minP"
"SPCA","Hausdorff",0.001,0.001,0.001,0.001,0.001,0.001,3,"minP"
"SPCA","Ichino-Yaguchi",0.001,0.001,0.001,0.001,0.001,0.001,3,"minP"
"SPCA","Wasserstein",0.001,0.001,0.001,0.001,0.001,0.001,3,"minP"
"SPCA","Centers-Euclidean",0.001,0.001,0.001,0.001,0.001,0.001,3,"minP"
"IMDS","Int-Euclidean",0.023,0.241,0.001,0.061,0.001,1,3,"minP"
"IMDS","Hausdorff",0.001,0.001,0.001,0.001,0.001,0.585,3,"minP"
"IMDS","Ichino-Yaguchi",0.001,0.001,0.001,0.001,0.001,0.904,3,"minP"
"IMDS","Wasserstein",0.001,0.001,0.001,0.001,0.009,0.501,3,"minP"
"IMDS","Centers-Euclidean",0.001,0.001,0.001,0.001,0.001,0.149,3,"minP"
"Int-UMAP","Int-Euclidean",0.001,0.001,0.001,0.001,0.001,0.001,3,"minP"
"Int-UMAP","Hausdorff",0.001,0.001,0.001,0.174,0.001,0.001,3,"minP"
"Int-UMAP","Ichino-Yaguchi",0.001,0.001,0.001,0.011,0.001,0.001,3,"minP"
"Int-UMAP","Wasserstein",0.001,0.001,0.001,0.005,0.001,0.001,3,"minP"
"Int-UMAP","Centers-Euclidean",0.001,0.001,0.001,0.001,0.001,0.045,3,"minP"
"C-PCA","Int-Euclidean",0.001,0.051,0.001,0.098,0.001,0.001,4,"raw"
"C-PCA","Hausdorff",0.001,0.002,0.001,0.004,0.001,0.001,4,"raw"
"C-PCA","Ichino-Yaguchi",0.001,0.002,0.001,0.002,0.001,0.001,4,"raw"
"C-PCA","Wasserstein",0.001,0.001,0.001,0.002,0.001,0.001,4,"raw"
"C-PCA","Centers-Euclidean",0.001,0.001,0.001,0.001,0.001,0.001,4,"raw"
"V-PCA","Int-Euclidean",0.001,0.057,0.001,0.099,0.001,0.001,4,"raw"
"V-PCA","Hausdorff",0.001,0.001,0.001,0.004,0.001,0.001,4,"raw"
"V-PCA","Ichino-Yaguchi",0.001,0.001,0.001,0.003,0.001,0.001,4,"raw"
"V-PCA","Wasserstein",0.001,0.001,0.001,0.002,0.001,0.001,4,"raw"
"V-PCA","Centers-Euclidean",0.001,0.001,0.001,0.001,0.001,0.001,4,"raw"
"MR-PCA","Int-Euclidean",0.001,0.001,0.001,0.001,0.001,0.001,4,"raw"
"MR-PCA","Hausdorff",0.001,0.002,0.001,0.008,0.001,0.001,4,"raw"
"MR-PCA","Ichino-Yaguchi",0.001,0.001,0.001,0.002,0.001,0.001,4,"raw"
"MR-PCA","Wasserstein",0.001,0.001,0.001,0.002,0.001,0.001,4,"raw"
"MR-PCA","Centers-Euclidean",0.001,0.001,0.001,0.001,0.001,0.001,4,"raw"
"SPCA","Int-Euclidean",0.001,0.056,0.001,0.1,0.001,0.001,4,"raw"
"SPCA","Hausdorff",0.001,0.002,0.001,0.003,0.001,0.001,4,"raw"
"SPCA","Ichino-Yaguchi",0.001,0.001,0.001,0.002,0.001,0.001,4,"raw"
"SPCA","Wasserstein",0.001,0.001,0.001,0.001,0.001,0.001,4,"raw"
"SPCA","Centers-Euclidean",0.001,0.001,0.001,0.001,0.001,0.001,4,"raw"
"IMDS","Int-Euclidean",0.002,0.011,0.001,0.001,0.001,1,4,"raw"
"IMDS","Hausdorff",0.001,0.001,0.001,0.001,0.001,0.503,4,"raw"
"IMDS","Ichino-Yaguchi",0.001,0.001,0.001,0.001,0.001,0.389,4,"raw"
"IMDS","Wasserstein",0.001,0.001,0.001,0.001,0.001,0.393,4,"raw"
"IMDS","Centers-Euclidean",0.001,0.001,0.001,0.001,0.001,0.452,4,"raw"
"Int-UMAP","Int-Euclidean",0.001,0.001,0.001,0.001,0.001,0.001,4,"raw"
"Int-UMAP","Hausdorff",0.001,0.001,0.001,0.011,0.001,0.004,4,"raw"
"Int-UMAP","Ichino-Yaguchi",0.001,0.001,0.001,0.005,0.001,0.001,4,"raw"
"Int-UMAP","Wasserstein",0.001,0.001,0.001,0.009,0.001,0.001,4,"raw"
"Int-UMAP","Centers-Euclidean",0.001,0.001,0.001,0.001,0.001,0.001,4,"raw"
"C-PCA","Int-Euclidean",0.001,0.207,0.001,0.374,0.001,0.001,4,"minP"
"C-PCA","Hausdorff",0.001,0.007,0.001,0.019,0.001,0.001,4,"minP"
"C-PCA","Ichino-Yaguchi",0.001,0.007,0.001,0.007,0.001,0.001,4,"minP"
"C-PCA","Wasserstein",0.001,0.001,0.001,0.007,0.001,0.001,4,"minP"
"C-PCA","Centers-Euclidean",0.001,0.001,0.001,0.001,0.001,0.001,4,"minP"
"V-PCA","Int-Euclidean",0.001,0.224,0.001,0.349,0.001,0.001,4,"minP"
"V-PCA","Hausdorff",0.001,0.001,0.001,0.014,0.001,0.001,4,"minP"
"V-PCA","Ichino-Yaguchi",0.001,0.001,0.001,0.01,0.001,0.001,4,"minP"
"V-PCA","Wasserstein",0.001,0.001,0.001,0.006,0.001,0.001,4,"minP"
"V-PCA","Centers-Euclidean",0.001,0.001,0.001,0.001,0.001,0.001,4,"minP"
"MR-PCA","Int-Euclidean",0.001,0.001,0.001,0.001,0.001,0.001,4,"minP"
"MR-PCA","Hausdorff",0.001,0.006,0.001,0.028,0.001,0.001,4,"minP"
"MR-PCA","Ichino-Yaguchi",0.001,0.001,0.001,0.006,0.001,0.001,4,"minP"
"MR-PCA","Wasserstein",0.001,0.001,0.001,0.006,0.001,0.001,4,"minP"
"MR-PCA","Centers-Euclidean",0.001,0.001,0.001,0.001,0.001,0.001,4,"minP"
"SPCA","Int-Euclidean",0.001,0.221,0.001,0.375,0.001,0.001,4,"minP"
"SPCA","Hausdorff",0.001,0.005,0.001,0.01,0.001,0.001,4,"minP"
"SPCA","Ichino-Yaguchi",0.001,0.001,0.001,0.006,0.001,0.001,4,"minP"
"SPCA","Wasserstein",0.001,0.001,0.001,0.001,0.001,0.001,4,"minP"
"SPCA","Centers-Euclidean",0.001,0.001,0.001,0.001,0.001,0.001,4,"minP"
"IMDS","Int-Euclidean",0.006,0.063,0.001,0.001,0.001,1,4,"minP"
"IMDS","Hausdorff",0.001,0.001,0.001,0.001,0.001,0.985,4,"minP"
"IMDS","Ichino-Yaguchi",0.001,0.001,0.001,0.001,0.001,0.951,4,"minP"
"IMDS","Wasserstein",0.001,0.001,0.001,0.001,0.001,0.953,4,"minP"
"IMDS","Centers-Euclidean",0.001,0.001,0.001,0.001,0.001,0.968,4,"minP"
"Int-UMAP","Int-Euclidean",0.001,0.001,0.001,0.001,0.001,0.001,4,"minP"
"Int-UMAP","Hausdorff",0.001,0.001,0.001,0.056,0.001,0.021,4,"minP"
"Int-UMAP","Ichino-Yaguchi",0.001,0.001,0.001,0.021,0.001,0.001,4,"minP"
"Int-UMAP","Wasserstein",0.001,0.001,0.001,0.044,0.001,0.001,4,"minP"
"Int-UMAP","Centers-Euclidean",0.001,0.001,0.001,0.001,0.001,0.001,4,"minP"
"C-PCA","Int-Euclidean",0.001,0.016,0.001,0.004,0.001,0.001,5,"raw"
"C-PCA","Hausdorff",0.001,0.001,0.001,0.001,0.001,0.001,5,"raw"
"C-PCA","Ichino-Yaguchi",0.001,0.001,0.001,0.001,0.001,0.001,5,"raw"
"C-PCA","Wasserstein",0.001,0.001,0.001,0.001,0.001,0.001,5,"raw"
"C-PCA","Centers-Euclidean",0.001,0.001,0.001,0.001,0.001,0.001,5,"raw"
"V-PCA","Int-Euclidean",0.001,0.009,0.001,0.002,0.001,0.001,5,"raw"
"V-PCA","Hausdorff",0.001,0.001,0.001,0.001,0.001,0.001,5,"raw"
"V-PCA","Ichino-Yaguchi",0.001,0.001,0.001,0.001,0.001,0.001,5,"raw"
"V-PCA","Wasserstein",0.001,0.001,0.001,0.001,0.001,0.001,5,"raw"
"V-PCA","Centers-Euclidean",0.001,0.001,0.001,0.001,0.001,0.001,5,"raw"
"MR-PCA","Int-Euclidean",0.001,0.001,0.001,0.001,0.001,0.001,5,"raw"
"MR-PCA","Hausdorff",0.001,0.001,0.001,0.001,0.001,0.001,5,"raw"
"MR-PCA","Ichino-Yaguchi",0.001,0.001,0.001,0.001,0.001,0.001,5,"raw"
"MR-PCA","Wasserstein",0.001,0.001,0.001,0.001,0.001,0.001,5,"raw"
"MR-PCA","Centers-Euclidean",0.001,0.001,0.001,0.001,0.001,0.001,5,"raw"
"SPCA","Int-Euclidean",0.001,0.017,0.001,0.006,0.001,0.001,5,"raw"
"SPCA","Hausdorff",0.001,0.001,0.001,0.001,0.001,0.001,5,"raw"
"SPCA","Ichino-Yaguchi",0.001,0.001,0.001,0.001,0.001,0.001,5,"raw"
"SPCA","Wasserstein",0.001,0.001,0.001,0.001,0.001,0.001,5,"raw"
"SPCA","Centers-Euclidean",0.001,0.001,0.001,0.001,0.001,0.001,5,"raw"
"IMDS","Int-Euclidean",0.001,0.012,0.001,0.004,0.001,0.507,5,"raw"
"IMDS","Hausdorff",0.001,0.001,0.001,0.001,0.001,0.488,5,"raw"
"IMDS","Ichino-Yaguchi",0.001,0.003,0.001,0.001,0.001,0.183,5,"raw"
"IMDS","Wasserstein",0.001,0.001,0.001,0.001,0.001,0.067,5,"raw"
"IMDS","Centers-Euclidean",0.001,0.002,0.001,0.001,0.001,0.012,5,"raw"
"Int-UMAP","Int-Euclidean",0.001,0.935,0.001,0.349,0.001,0.131,5,"raw"
"Int-UMAP","Hausdorff",0.001,0.157,0.001,0.18,0.001,0.127,5,"raw"
"Int-UMAP","Ichino-Yaguchi",0.001,0.895,0.001,0.447,0.001,0.663,5,"raw"
"Int-UMAP","Wasserstein",0.001,0.658,0.001,0.377,0.001,0.348,5,"raw"
"Int-UMAP","Centers-Euclidean",0.001,0.208,0.001,0.09,0.001,0.013,5,"raw"
"C-PCA","Int-Euclidean",0.001,0.08,0.001,0.015,0.001,0.001,5,"minP"
"C-PCA","Hausdorff",0.001,0.001,0.001,0.001,0.001,0.001,5,"minP"
"C-PCA","Ichino-Yaguchi",0.001,0.001,0.001,0.001,0.001,0.001,5,"minP"
"C-PCA","Wasserstein",0.001,0.001,0.001,0.001,0.001,0.001,5,"minP"
"C-PCA","Centers-Euclidean",0.001,0.001,0.001,0.001,0.001,0.001,5,"minP"
"V-PCA","Int-Euclidean",0.001,0.049,0.001,0.008,0.001,0.001,5,"minP"
"V-PCA","Hausdorff",0.001,0.001,0.001,0.001,0.001,0.001,5,"minP"
"V-PCA","Ichino-Yaguchi",0.001,0.001,0.001,0.001,0.001,0.001,5,"minP"
"V-PCA","Wasserstein",0.001,0.001,0.001,0.001,0.001,0.001,5,"minP"
"V-PCA","Centers-Euclidean",0.001,0.001,0.001,0.001,0.001,0.001,5,"minP"
"MR-PCA","Int-Euclidean",0.001,0.001,0.001,0.001,0.001,0.001,5,"minP"
"MR-PCA","Hausdorff",0.001,0.001,0.001,0.001,0.001,0.001,5,"minP"
"MR-PCA","Ichino-Yaguchi",0.001,0.001,0.001,0.001,0.001,0.001,5,"minP"
"MR-PCA","Wasserstein",0.001,0.001,0.001,0.001,0.001,0.001,5,"minP"
"MR-PCA","Centers-Euclidean",0.001,0.001,0.001,0.001,0.001,0.001,5,"minP"
"SPCA","Int-Euclidean",0.001,0.078,0.001,0.03,0.001,0.001,5,"minP"
"SPCA","Hausdorff",0.001,0.001,0.001,0.001,0.001,0.001,5,"minP"
"SPCA","Ichino-Yaguchi",0.001,0.001,0.001,0.001,0.001,0.001,5,"minP"
"SPCA","Wasserstein",0.001,0.001,0.001,0.001,0.001,0.001,5,"minP"
"SPCA","Centers-Euclidean",0.001,0.001,0.001,0.001,0.001,0.001,5,"minP"
"IMDS","Int-Euclidean",0.001,0.065,0.001,0.016,0.001,0.985,5,"minP"
"IMDS","Hausdorff",0.001,0.001,0.001,0.001,0.001,0.985,5,"minP"
"IMDS","Ichino-Yaguchi",0.001,0.013,0.001,0.001,0.001,0.713,5,"minP"
"IMDS","Wasserstein",0.001,0.001,0.001,0.001,0.001,0.367,5,"minP"
"IMDS","Centers-Euclidean",0.001,0.007,0.001,0.001,0.001,0.081,5,"minP"
